...1,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus
492,Not at all a reason,default,"Yes, a major reason",42,"Yes, a minor reason",1642340164.4989371,71424180,NA,"Yes, a major reason","Yes, a major reason",Matcha/green tea,Female,"Yes, a major reason"
493,NA,default,"Yes, a major reason",0,"Yes, a major reason",1638225966.550975,84545651,NA,"Yes, a major reason","Yes, a major reason","Meditation is great too, but my favorite nootropic has to be Bacopa because it helps me sleep. Lions mane and Rodeola Rosea make me incredibly focused",-,"Yes, a minor reason"
494,Not at all a reason,default,Not at all a reason,30,"Yes, a major reason",1638482661.2164972,52765740,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
495,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1642285888.3472998,16421609,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
496,NA,default,"Yes, a minor reason",31,"Yes, a major reason",1638264168.9351692,87457856,NA,"Yes, a minor reason","Yes, a major reason",Adrifinal,Male,"Yes, a major reason"
497,Not at all a reason,default,"Yes, a minor reason",29,Not at all a reason,1642309856.2957015,78788676,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
498,Not at all a reason,default,"Yes, a major reason",0,"Yes, a major reason",1638305432.7371783,51822903,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
499,NA,default,"Yes, a major reason",18,"Yes, a minor reason",1638250627.5537963,37889965,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
500,Not at all a reason,default,"Yes, a major reason",25,"Yes, a major reason",1638299372.279068,63930519,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
501,Not at all a reason,default,"Yes, a major reason",27,"Yes, a minor reason",1638451978.1629531,49297163,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
502,"Yes, a major reason",default,"Yes, a major reason",43,"Yes, a major reason",1638449145.5486355,51242735,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
503,Not at all a reason,default,Not at all a reason,24,"Yes, a major reason",1642434438.522282,91779994,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a major reason"
504,"Yes, a major reason",default,"Yes, a minor reason",28,Not at all a reason,1642292593.7017157,12015910,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
505,Not at all a reason,default,Not at all a reason,28,"Yes, a major reason",1638458923.716066,41516617,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
506,NA,default,"Yes, a major reason",25,"Yes, a major reason",1638268532.9463117,7231461,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
507,NA,default,Not at all a reason,0,"Yes, a major reason",1638225175.353015,17797735,NA,"Yes, a major reason","Yes, a minor reason",NA,-,"Yes, a major reason"
508,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638290534.9311893,44387700,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
509,Not at all a reason,default,"Yes, a major reason",33,"Yes, a minor reason",1642367792.072611,19185817,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
510,Not at all a reason,default,"Yes, a minor reason",28,"Yes, a minor reason",1642371074.9399776,47303248,NA,"Yes, a major reason","Yes, a major reason",Lavender,Female,"Yes, a major reason"
511,Not at all a reason,default,"Yes, a minor reason",59,Not at all a reason,1642455852.9945776,99618479,NA,"Yes, a minor reason","Yes, a minor reason",NA,Female,"Yes, a minor reason"
512,Not at all a reason,default,"Yes, a major reason",28,"Yes, a minor reason",1638278934.106686,27367715,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
513,Not at all a reason,default,"Yes, a minor reason",19,"Yes, a major reason",1638532601.1976552,55428396,NA,"Yes, a minor reason","Yes, a minor reason",ISRIB,Male,"Yes, a major reason"
514,"Yes, a major reason",default,"Yes, a minor reason",33,"Yes, a major reason",1638938554.9055135,43752624,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
515,Not at all a reason,default,Not at all a reason,47,"Yes, a minor reason",1642317813.604386,11230789,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
516,NA,default,"Yes, a minor reason",27,"Yes, a minor reason",1638240269.2710495,98555547,NA,"Yes, a major reason","Yes, a major reason",Methylphenidate (Concerta),Male,"Yes, a major reason"
517,NA,default,Not at all a reason,41,"Yes, a minor reason",1638226467.5749648,80401484,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
518,Not at all a reason,default,Not at all a reason,22,"Yes, a major reason",1638273117.4873736,50579346,NA,"Yes, a major reason","Yes, a minor reason",Blueberries,Male,"Yes, a major reason"
519,NA,default,"Yes, a minor reason",31,"Yes, a major reason",1638226551.2454698,58193708,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
520,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638624679.5750318,38700114,NA,"Yes, a major reason",Not at all a reason,NA,-,"Yes, a major reason"
521,NA,default,"Yes, a major reason",28,"Yes, a minor reason",1638265991.4087973,14882616,NA,"Yes, a major reason","Yes, a minor reason",Phenibut,Male,"Yes, a major reason"
522,Not at all a reason,default,Not at all a reason,0,Not at all a reason,1638328841.6527047,74980049,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
523,Not at all a reason,default,Not at all a reason,37,Not at all a reason,1642335411.982806,53838040,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
524,NA,default,"Yes, a major reason",23,Not at all a reason,1638254688.260293,74176310,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a minor reason"
525,Not at all a reason,default,"Yes, a minor reason",38,"Yes, a minor reason",1642345890.0513356,96650044,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
526,Not at all a reason,default,Not at all a reason,27,"Yes, a minor reason",1642412682.787433,92429345,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
527,Not at all a reason,default,"Yes, a major reason",36,Not at all a reason,1638278214.474363,85004191,NA,Not at all a reason,"Yes, a minor reason",NA,Male,Not at all a reason
528,"Yes, a minor reason",default,"Yes, a major reason",25,Not at all a reason,1638291107.5447645,64511059,NA,Not at all a reason,"Yes, a minor reason",NA,Male,Not at all a reason
529,Not at all a reason,default,Not at all a reason,27,Not at all a reason,1639533093.510347,57283196,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
530,Not at all a reason,default,"Yes, a major reason",31,"Yes, a major reason",1638306825.3757818,25030479,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
531,Not at all a reason,default,Not at all a reason,28,"Yes, a major reason",1642310517.9735065,92373073,NA,"Yes, a major reason","Yes, a minor reason",Ketone esters (beta hydroxybutyrate),Female,"Yes, a major reason"
532,Not at all a reason,default,Not at all a reason,24,"Yes, a major reason",1642311336.7516508,24512534,NA,"Yes, a major reason",Not at all a reason,NA,Female,"Yes, a major reason"
533,Not at all a reason,default,"Yes, a minor reason",31,"Yes, a major reason",1642311983.1495197,84388456,health/longevity,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
534,NA,default,"Yes, a major reason",29,Not at all a reason,1638269294.0354853,5382324,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
535,"Yes, a major reason",default,Not at all a reason,38,"Yes, a minor reason",1642360278.083004,95445365,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
536,NA,default,"Yes, a major reason",46,Not at all a reason,1638245639.5818417,9145015,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a minor reason"
537,NA,default,"Yes, a minor reason",25,"Yes, a major reason",1638236032.8221872,64556379,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
538,"Yes, a major reason",default,"Yes, a major reason",23,"Yes, a minor reason",1642292003.4661908,70198377,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
539,Not at all a reason,default,"Yes, a minor reason",31,"Yes, a major reason",1642367188.558513,23041710,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
540,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1642373458.1055095,29071491,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a major reason"
541,Not at all a reason,default,"Yes, a minor reason",33,"Yes, a major reason",1638766219.3024137,76666902,Memory,"Yes, a minor reason","Yes, a minor reason","NAD",Male,"Yes, a minor reason"
542,"Yes, a minor reason",default,"Yes, a minor reason",25,"Yes, a major reason",1638401017.9846222,57113144,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
543,Not at all a reason,default,"Yes, a minor reason",26,"Yes, a major reason",1639586735.5900366,73099906,NA,Not at all a reason,Not at all a reason,NA,Male,"Yes, a minor reason"
544,NA,default,"Yes, a major reason",24,"Yes, a minor reason",1638261376.5600622,58245362,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
545,Not at all a reason,default,"Yes, a minor reason",25,Not at all a reason,1640582858.3144522,72107047,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
546,Not at all a reason,default,Not at all a reason,27,"Yes, a minor reason",1638733929.5593712,76824517,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
547,Not at all a reason,default,Not at all a reason,0,"Yes, a major reason",1642307916.0304818,37289211,NA,"Yes, a major reason","Yes, a minor reason",NA,-,Not at all a reason
548,Not at all a reason,default,Not at all a reason,18,"Yes, a major reason",1642378420.435593,8855407,NA,"Yes, a major reason","Yes, a minor reason",NA,Female,"Yes, a major reason"
549,Not at all a reason,default,"Yes, a minor reason",30,"Yes, a major reason",1642304563.09339,50753203,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
550,Not at all a reason,default,Not at all a reason,20,"Yes, a major reason",1638298210.5663044,93535111,Purely cognition based.,Not at all a reason,Not at all a reason,NA,Male,"Yes, a major reason"
551,Not at all a reason,default,Not at all a reason,18,Not at all a reason,1638476149.5145552,10459932,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
552,"Yes, a minor reason",default,"Yes, a major reason",0,"Yes, a major reason",1642375081.7382078,96220611,NA,"Yes, a major reason","Yes, a major reason",NA,Female,"Yes, a major reason"
553,Not at all a reason,default,Not at all a reason,34,"Yes, a minor reason",1642297637.024868,77289513,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
554,Not at all a reason,default,Not at all a reason,26,"Yes, a minor reason",1642316221.4797792,6388928,NA,"Yes, a major reason","Yes, a minor reason",Dexamphetamine,Male,"Yes, a major reason"
555,NA,default,"Yes, a major reason",24,"Yes, a minor reason",1638264804.5203314,58242042,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
556,"Yes, a minor reason",default,"Yes, a minor reason",-23,Not at all a reason,1638777369.258602,92094028,NA,"Yes, a major reason","Yes, a major reason",NA,Male,Not at all a reason
557,NA,default,Not at all a reason,27,"Yes, a major reason",1638265388.299496,86140701,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
558,Not at all a reason,default,"Yes, a major reason",27,Not at all a reason,1642293752.4504516,26531290,NA,"Yes, a minor reason",Not at all a reason,NA,Male,"Yes, a minor reason"
559,NA,default,"Yes, a minor reason",23,"Yes, a major reason",1637861944.481706,80752411,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
560,Not at all a reason,default,Not at all a reason,27,"Yes, a minor reason",1642327663.470466,76697305,NA,Not at all a reason,"Yes, a minor reason",NA,Female,"Yes, a minor reason"
561,Not at all a reason,default,"Yes, a minor reason",32,"Yes, a major reason",1638401937.4547856,18262746,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
562,Not at all a reason,default,"Yes, a major reason",26,Not at all a reason,1642313595.6023734,94615983,NA,"Yes, a major reason","Yes, a major reason",Phenibut,Male,"Yes, a major reason"
563,NA,default,"Yes, a major reason",18,"Yes, a major reason",1638226269.0242395,56635469,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
564,NA,default,"Yes, a minor reason",26,"Yes, a major reason",1638243448.977481,19160888,NA,Not at all a reason,Not at all a reason,Adderall,Male,"Yes, a major reason"
565,NA,default,Not at all a reason,0,Not at all a reason,1638240590.2361803,33006147,NA,Not at all a reason,Not at all a reason,NA,-,Not at all a reason
566,Not at all a reason,default,Not at all a reason,27,"Yes, a major reason",1638285277.329059,39584431,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
567,Not at all a reason,default,"Yes, a minor reason",0,"Yes, a major reason",1638418016.3174653,10065616,NA,"Yes, a minor reason","Yes, a minor reason",NA,-,"Yes, a major reason"
568,Not at all a reason,default,"Yes, a major reason",0,"Yes, a minor reason",1638349988.8772726,6242871,NA,"Yes, a major reason","Yes, a major reason",NA,-,"Yes, a minor reason"
569,Not at all a reason,default,"Yes, a minor reason",36,Not at all a reason,1642325795.7997656,21556644,NA,Not at all a reason,"Yes, a major reason",NA,Male,Not at all a reason
570,Not at all a reason,default,"Yes, a major reason",34,"Yes, a major reason",1642391934.0735776,67398425,NA,"Yes, a major reason","Yes, a minor reason",NA,Male,"Yes, a major reason"
571,Not at all a reason,default,"Yes, a minor reason",26,Not at all a reason,1642330033.5963328,18311648,NA,"Yes, a major reason",Not at all a reason,NA,Male,"Yes, a major reason"
572,Not at all a reason,default,Not at all a reason,23,"Yes, a minor reason",1642354724.3117075,86001225,NA,"Yes, a minor reason","Yes, a major reason",NA,Male,"Yes, a major reason"
573,Not at all a reason,default,Not at all a reason,22,"Yes, a major reason",1638282580.70744,72566416,Muscle growth,"Yes, a minor reason","Yes, a minor reason",fermented garlic extract,Male,"Yes, a minor reason"
574,Not at all a reason,default,Not at all a reason,31,Not at all a reason,1642335161.712636,28246661,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
575,NA,default,Not at all a reason,39,"Yes, a major reason",1638236626.2626474,16520412,NA,Not at all a reason,"Yes, a major reason",NA,Male,"Yes, a major reason"
576,Not at all a reason,default,Not at all a reason,23,"Yes, a minor reason",1642303636.8622785,37086944,NA,"Yes, a minor reason","Yes, a minor reason",NA,Male,"Yes, a minor reason"
577,NA,default,"Yes, a major reason",28,"Yes, a major reason",1638247395.442865,44163820,NA,"Yes, a major reason","Yes, a major reason",NA,Male,"Yes, a major reason"
