,libido,pseudo,anxiety,age,cognition,time,userID,other,motivation,mood,permanent_favorite_noot,gender,focus,for_anxiety,for_focus,for_mood,for_cognition,for_motivation
561,Not at all a reason,default,"Yes, a minor reason",32.0,"Yes, a major reason",1638401937.4547856,18262746,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
562,Not at all a reason,default,"Yes, a major reason",26.0,Not at all a reason,1642313595.6023734,94615983,,"Yes, a major reason","Yes, a major reason",Phenibut,Male,"Yes, a major reason",,,,,
563,,default,"Yes, a major reason",18.0,"Yes, a major reason",1638226269.0242395,56635469,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
564,,default,"Yes, a minor reason",26.0,"Yes, a major reason",1638243448.977481,19160888,,Not at all a reason,Not at all a reason,Adderall,Male,"Yes, a major reason",,,,,
565,,default,Not at all a reason,0.0,Not at all a reason,1638240590.2361805,33006147,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
566,Not at all a reason,default,Not at all a reason,27.0,"Yes, a major reason",1638285277.329059,39584431,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
567,Not at all a reason,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638418016.3174653,10065616,,"Yes, a minor reason","Yes, a minor reason",,-,"Yes, a major reason",,,,,
568,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a minor reason",1638349988.8772726,6242871,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a minor reason",,,,,
569,Not at all a reason,default,"Yes, a minor reason",36.0,Not at all a reason,1642325795.7997656,21556644,,Not at all a reason,"Yes, a major reason",,Male,Not at all a reason,,,,,
570,Not at all a reason,default,"Yes, a major reason",34.0,"Yes, a major reason",1642391934.0735776,67398425,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
571,Not at all a reason,default,"Yes, a minor reason",26.0,Not at all a reason,1642330033.5963328,18311648,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
572,Not at all a reason,default,Not at all a reason,23.0,"Yes, a minor reason",1642354724.3117075,86001225,,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
573,Not at all a reason,default,Not at all a reason,22.0,"Yes, a major reason",1638282580.7074401,72566416,Muscle growth,"Yes, a minor reason","Yes, a minor reason",fermented garlic extract,Male,"Yes, a minor reason",,,,,
574,Not at all a reason,default,Not at all a reason,31.0,Not at all a reason,1642335161.712636,28246661,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
575,,default,Not at all a reason,39.0,"Yes, a major reason",1638236626.2626474,16520412,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a major reason",,,,,
576,Not at all a reason,default,Not at all a reason,23.0,"Yes, a minor reason",1642303636.8622785,37086944,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
577,,default,"Yes, a major reason",28.0,"Yes, a major reason",1638247395.4428647,44163820,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
578,Not at all a reason,default,"Yes, a minor reason",35.0,"Yes, a major reason",1638276137.4856842,53706216,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
579,Not at all a reason,default,"Yes, a major reason",29.0,"Yes, a minor reason",1639141356.6270638,22309432,,"Yes, a minor reason","Yes, a major reason",,Female,Not at all a reason,,,,,
580,,default,"Yes, a minor reason",23.0,"Yes, a major reason",1638249086.2297835,68853437,,"Yes, a minor reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
581,,default,"Yes, a minor reason",27.0,"Yes, a minor reason",1638222073.0368297,43122188,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
582,,default,,0.0,,1637599556.432601,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
583,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1642374032.712852,13397291,,Not at all a reason,Not at all a reason,Leo,-,Not at all a reason,,,,,
584,,default,Not at all a reason,29.0,"Yes, a minor reason",1638263788.1517327,17770895,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
585,Not at all a reason,default,Not at all a reason,31.0,"Yes, a minor reason",1642319862.9247146,2063170,,"Yes, a minor reason","Yes, a major reason",,Male,Not at all a reason,,,,,
586,,default,"Yes, a minor reason",22.0,"Yes, a major reason",1638255885.9785595,78885300,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
587,"Yes, a minor reason",default,"Yes, a major reason",0.0,"Yes, a major reason",1638294226.6225555,49423480,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
588,,default,"Yes, a major reason",0.0,"Yes, a minor reason",1638245602.3305874,94195524,,"Yes, a minor reason","Yes, a major reason",,-,"Yes, a minor reason",,,,,
589,Not at all a reason,default,"Yes, a minor reason",33.0,"Yes, a major reason",1642318330.5824795,44609718,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
590,"Yes, a major reason",default,"Yes, a major reason",23.0,"Yes, a minor reason",1639368415.3323243,71294575,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a minor reason",,,,,
591,Not at all a reason,default,"Yes, a major reason",45.0,"Yes, a minor reason",1642325442.995397,92968224,,Not at all a reason,"Yes, a major reason",Marijuana (enables truly restful sleep for me) ,Male,Not at all a reason,,,,,
592,"Yes, a minor reason",default,Not at all a reason,21.0,"Yes, a major reason",1638495046.988437,38589844,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
593,,default,"Yes, a minor reason",0.0,"Yes, a major reason",1638225381.5017977,70983079,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
594,,default,,0.0,,1637599549.4331741,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
595,Not at all a reason,default,"Yes, a major reason",21.0,"Yes, a minor reason",1638746846.2176611,82275802,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
596,Not at all a reason,default,"Yes, a minor reason",34.0,"Yes, a major reason",1642310772.7754025,35381924,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
597,Not at all a reason,default,Not at all a reason,0.0,Not at all a reason,1639115456.8200831,36962742,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
598,Not at all a reason,default,"Yes, a major reason",0.0,"Yes, a major reason",1640560630.3689249,22499033,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
599,Not at all a reason,default,Not at all a reason,41.0,"Yes, a major reason",1642374258.3688252,65271597,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
600,,default,Not at all a reason,43.0,"Yes, a major reason",1638255504.0805395,25358364,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
601,"Yes, a minor reason",default,Not at all a reason,30.0,Not at all a reason,1642316991.7359548,18950126,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
602,,default,Not at all a reason,29.0,"Yes, a minor reason",1638227668.8174477,36628070,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
603,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1638382130.486528,39628693,,"Yes, a major reason","Yes, a major reason",,-,"Yes, a major reason",,,,,
604,Not at all a reason,default,Not at all a reason,32.0,Not at all a reason,1642310007.9573524,11342521,,Not at all a reason,"Yes, a major reason",,Male,Not at all a reason,,,,,
605,Not at all a reason,default,"Yes, a major reason",29.0,"Yes, a minor reason",1638286251.8277366,44603396,Social anxiety,"Yes, a minor reason","Yes, a minor reason",Psilocybin,Male,Not at all a reason,,,,,
606,Not at all a reason,default,Not at all a reason,0.0,"Yes, a major reason",1642309001.7879157,7396315,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
607,Not at all a reason,default,"Yes, a major reason",26.0,"Yes, a major reason",1642302021.4735024,34139022,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
608,Not at all a reason,default,"Yes, a major reason",18.0,"Yes, a major reason",1638573123.0888433,87496309,Cognitive Enhancement,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
609,Not at all a reason,default,"Yes, a minor reason",42.0,"Yes, a major reason",1638311781.6462245,91398688,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
610,,default,"Yes, a minor reason",20.0,"Yes, a major reason",1638257970.803311,37606660,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
611,Not at all a reason,default,Not at all a reason,25.0,"Yes, a minor reason",1638285057.2238514,86145731,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a minor reason",,,,,
612,"Yes, a minor reason",default,Not at all a reason,19.0,"Yes, a major reason",1640567070.3059037,1253827,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
613,Not at all a reason,default,"Yes, a minor reason",30.0,"Yes, a minor reason",1642334530.4363525,82608073,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
614,Not at all a reason,default,"Yes, a minor reason",31.0,Not at all a reason,1642341013.8142855,52802974,,"Yes, a major reason","Yes, a minor reason",Carisoprodol,Male,"Yes, a major reason",,,,,
615,"Yes, a major reason",default,"Yes, a minor reason",26.0,Not at all a reason,1638274883.3451896,99575271,,"Yes, a major reason",Not at all a reason,,Male,Not at all a reason,,,,,
616,,default,Not at all a reason,24.0,"Yes, a major reason",1638252515.3935935,7098037,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
617,Not at all a reason,default,"Yes, a major reason",26.0,"Yes, a minor reason",1638284932.8400877,54478125,Sleep,"Yes, a minor reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
618,Not at all a reason,default,"Yes, a minor reason",25.0,"Yes, a minor reason",1642291428.384368,14780161,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
619,"Yes, a minor reason",default,Not at all a reason,32.0,Not at all a reason,1642324005.729911,45442030,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
620,,default,Not at all a reason,0.0,"Yes, a minor reason",1638253241.650167,15836702,,"Yes, a major reason",Not at all a reason,Caffeine,Male,"Yes, a minor reason",,,,,
621,,default,"Yes, a minor reason",34.0,"Yes, a major reason",1638227392.7849674,19247148,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
622,"Yes, a major reason",default,Not at all a reason,28.0,"Yes, a major reason",1638317339.8481479,83174722,,"Yes, a minor reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
623,Not at all a reason,default,"Yes, a major reason",0.0,Not at all a reason,1638276111.5724764,93099576,It's fun experimenting,Not at all a reason,Not at all a reason,selank,-,"Yes, a minor reason",,,,,
624,Not at all a reason,default,Not at all a reason,24.0,Not at all a reason,1638355586.6201246,28425438,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a major reason",,,,,
625,Not at all a reason,default,"Yes, a minor reason",33.0,"Yes, a major reason",1642302652.7627802,96691510,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
626,,default,"Yes, a major reason",19.0,"Yes, a major reason",1638242333.8353777,38681028,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
627,Not at all a reason,default,Not at all a reason,20.0,Not at all a reason,1642344659.3489428,47305628,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a minor reason",,,,,
628,"Yes, a minor reason",default,"Yes, a minor reason",50.0,"Yes, a major reason",1641855031.2277179,6583677,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
629,Not at all a reason,default,"Yes, a major reason",25.0,"Yes, a major reason",1639231555.1158526,96513361,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
630,,default,"Yes, a minor reason",29.0,"Yes, a minor reason",1638225022.3409278,62781604,,"Yes, a major reason","Yes, a minor reason","Is marijuana a nootropic? If so, this and CBG",Female,"Yes, a minor reason",,,,,
631,Not at all a reason,default,"Yes, a major reason",20.0,"Yes, a minor reason",1638673822.3309624,62471681,,Not at all a reason,"Yes, a minor reason",,Male,Not at all a reason,,,,,
632,"Yes, a minor reason",default,"Yes, a major reason",23.0,"Yes, a major reason",1638388104.2961676,9983053,"Verbal Fluency, Wit, Social","Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
633,Not at all a reason,default,Not at all a reason,35.0,"Yes, a minor reason",1642300098.3610287,58459783,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
634,,default,"Yes, a minor reason",56.0,"Yes, a minor reason",1638266085.6192179,47676292,,Not at all a reason,"Yes, a minor reason",,Female,Not at all a reason,,,,,
635,Not at all a reason,default,Not at all a reason,24.0,"Yes, a major reason",1638620677.5637512,74904816,,Not at all a reason,Not at all a reason,,Male,Not at all a reason,,,,,
636,Not at all a reason,default,"Yes, a minor reason",16.0,"Yes, a major reason",1642312060.0225132,92590952,,"Yes, a major reason","Yes, a major reason",,Male,"Yes, a major reason",,,,,
637,Not at all a reason,default,"Yes, a major reason",52.0,"Yes, a minor reason",1642311728.8613138,53663168,,"Yes, a minor reason","Yes, a major reason",Glyteine,Male,"Yes, a minor reason",,,,,
638,,default,Not at all a reason,17.0,"Yes, a major reason",1638266177.30023,83921877,,"Yes, a major reason",Not at all a reason,,Female,"Yes, a major reason",,,,,
639,Not at all a reason,default,"Yes, a major reason",37.0,"Yes, a minor reason",1638326922.5149887,28521434,,"Yes, a major reason","Yes, a minor reason",,Male,"Yes, a major reason",,,,,
640,,default,Not at all a reason,0.0,Not at all a reason,1638264877.7834086,77683735,,Not at all a reason,Not at all a reason,,-,Not at all a reason,,,,,
641,Not at all a reason,default,Not at all a reason,21.0,"Yes, a major reason",1638294270.0648935,75780678,,Not at all a reason,Not at all a reason,,Male,"Yes, a minor reason",,,,,
642,,default,"Yes, a major reason",38.0,"Yes, a major reason",1638257240.0857,90442458,,"Yes, a major reason","Yes, a major reason",,Female,"Yes, a major reason",,,,,
643,,default,"Yes, a major reason",24.0,Not at all a reason,1638236804.0480497,84553705,,Not at all a reason,"Yes, a major reason",,Male,"Yes, a minor reason",,,,,
644,Not at all a reason,default,"Yes, a major reason",28.0,"Yes, a minor reason",1638283281.3676848,80481758,,"Yes, a major reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
645,Not at all a reason,default,Not at all a reason,25.0,"Yes, a major reason",1642301851.6897488,74374247,,"Yes, a major reason","Yes, a minor reason",,Female,"Yes, a major reason",,,,,
646,Not at all a reason,default,Not at all a reason,23.0,"Yes, a major reason",1642303756.4834242,94140900,,"Yes, a minor reason",Not at all a reason,,Male,"Yes, a minor reason",,,,,
647,,default,,0.0,,1637599549.4331741,51290853,,,,,-,,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason,Not at all a reason
648,Not at all a reason,default,"Yes, a major reason",20.0,"Yes, a major reason",1638302213.2273378,41009098,ADHD,"Yes, a major reason","Yes, a major reason",Caffeine,Male,"Yes, a major reason",,,,,
